Año;Mes;CodCliente;codproducto;mercado;Pais;MontoUSD
2005;1;C0030;FRU0002;CHILE;CHILE;432
2005;1;C0030;FRU0003;CHILE;CHILE;432
2005;1;C0030;FRU0004;CHILE;CHILE;518
2005;1;C0030;FRU0005;CHILE;CHILE;130
2005;1;C0030;FRU0006;CHILE;CHILE;216
2005;1;C0030;FRU0007;CHILE;CHILE;130
2005;1;C0030;FRU0008;CHILE;CHILE;215
2005;1;C0030;FRU0009;CHILE;CHILE;187
2005;1;C0030;FRU0010;CHILE;CHILE;213
2005;1;C0030;FRU0011;CHILE;CHILE;85
2005;1;C0030;FRU0012;CHILE;CHILE;511
2005;1;C0030;FRU0013;CHILE;CHILE;292
2005;1;C0031;FRU0014;CHILE;CHILE;1429
2005;1;C0032;FRU0015;CHILE;CHILE;420
2005;1;C0032;FRU0016;CHILE;CHILE;1778
2005;1;C0032;FRU0004;CHILE;CHILE;4284
2005;1;C0032;FRU0017;CHILE;CHILE;1967
2005;1;C0032;FRU0006;CHILE;CHILE;2120
2005;1;C0032;FRU0002;CHILE;CHILE;1792
2005;1;C0032;FRU0012;CHILE;CHILE;1352
2005;1;C0032;FRU0011;CHILE;CHILE;1523
2005;1;C0032;FRU0009;CHILE;CHILE;2187
2005;1;C0032;FRU0010;CHILE;CHILE;2438
2005;1;C0032;FRU0003;CHILE;CHILE;4266
2005;1;C0032;FRU0018;CHILE;CHILE;2187
2005;1;C0032;FRU0019;CHILE;CHILE;570
2005;1;C0032;FRU0020;CHILE;CHILE;1140
2005;2;C0030;FRU0008;CHILE;CHILE;85
2005;2;C0030;FRU0016;CHILE;CHILE;85
2005;2;C0030;FRU0011;CHILE;CHILE;85
2005;2;C0032;FRU0019;CHILE;CHILE;3412
2005;2;C0031;FRU0004;CHILE;CHILE;1181
2005;2;C0031;FRU0021;CHILE;CHILE;5
2005;2;C0031;FRU0013;CHILE;CHILE;1955
2005;2;C0031;FRU0022;CHILE;CHILE;536
2005;2;C0031;FRU0005;CHILE;CHILE;334
2005;2;C0031;FRU0002;CHILE;CHILE;679
2005;2;C0031;FRU0006;CHILE;CHILE;846
2005;2;C0031;FRU0023;CHILE;CHILE;677
2005;2;C0031;FRU0008;CHILE;CHILE;508
2005;2;C0031;FRU0024;CHILE;CHILE;266
2005;2;C0033;FRU0025;CHILE;CHILE;474
2005;2;C0033;FRU0026;CHILE;CHILE;254
2005;2;C0032;FRU0008;CHILE;CHILE;2621
2005;2;C0032;FRU0004;CHILE;CHILE;5571
2005;2;C0032;FRU0006;CHILE;CHILE;7101
2005;2;C0032;FRU0017;CHILE;CHILE;3070
2005;2;C0032;FRU0027;CHILE;CHILE;1610
2005;2;C0032;FRU0020;CHILE;CHILE;1728
2005;2;C0032;FRU0028;CHILE;CHILE;1152
2005;2;C0032;FRU0024;CHILE;CHILE;1152
2005;2;C0032;FRU0021;CHILE;CHILE;1789
2005;2;C0031;FRU0010;CHILE;CHILE;1837
2005;2;C0031;FRU0029;CHILE;CHILE;229
2005;2;C0031;FRU0030;CHILE;CHILE;459
2005;2;C0031;FRU0016;CHILE;CHILE;229
2005;2;C0031;FRU0003;CHILE;CHILE;918
2005;2;C0031;FRU0009;CHILE;CHILE;1523
2005;2;C0031;FRU0015;CHILE;CHILE;474
2005;2;C0031;FRU0031;CHILE;CHILE;194
2005;2;C0031;FRU0018;CHILE;CHILE;677
2005;3;C0030;FRU0032;CHILE;CHILE;715
2005;3;C0030;FRU0023;CHILE;CHILE;167
2005;3;C0030;FRU0002;CHILE;CHILE;715
2005;3;C0030;FRU0009;CHILE;CHILE;648
