Año;Mes;CodCliente;codproducto;mercado;Pais;MontoUSD
2006;1;C0031;FRU0038;CHILE;CHILE;496
2006;1;C0031;FRU0003;CHILE;CHILE;496
2006;1;C0031;FRU0023;CHILE;CHILE;1097
2006;1;C0031;FRU0058;CHILE;CHILE;731
2006;1;C0031;FRU0039;CHILE;CHILE;219
2006;1;C0031;FRU0062;CHILE;CHILE;411
2006;1;C0031;FRU0065;CHILE;CHILE;205
2006;1;C0031;FRU0063;CHILE;CHILE;205
2006;1;C0031;FRU0161;CHILE;CHILE;205
2006;1;C0031;FRU0040;CHILE;CHILE;102
2006;1;C0031;FRU0041;CHILE;CHILE;1417
2006;1;C0031;FRU0037;CHILE;CHILE;102
2006;1;C0064;FRU0036;CHILE;CHILE;2744
2006;1;C0064;FRU0019;CHILE;CHILE;3018
2006;1;C0064;FRU0035;CHILE;CHILE;1920
2006;1;C0064;FRU0077;CHILE;CHILE;1015
2006;1;C0032;FRU0063;CHILE;CHILE;3228
2006;1;C0032;FRU0061;CHILE;CHILE;257
2006;1;C0032;FRU0162;CHILE;CHILE;293
2006;1;C0032;FRU0062;CHILE;CHILE;3228
2006;1;C0032;FRU0064;CHILE;CHILE;879
2006;1;C0032;FRU0040;CHILE;CHILE;645
2006;1;C0032;FRU0163;CHILE;CHILE;1983
2006;2;C0030;FRU0061;CHILE;CHILE;641
2006;2;C0030;FRU0163;CHILE;CHILE;1023
2006;2;C0030;FRU0164;CHILE;CHILE;699
2006;2;C0030;FRU0165;CHILE;CHILE;607
2006;2;C0030;FRU0038;CHILE;CHILE;186
2006;2;C0030;FRU0058;CHILE;CHILE;494
2006;2;C0030;FRU0060;CHILE;CHILE;539
2006;2;C0030;FRU0025;CHILE;CHILE;570
2006;2;C0030;FRU0059;CHILE;CHILE;361
2006;2;C0030;FRU0039;CHILE;CHILE;134
2006;2;C0030;FRU0159;CHILE;CHILE;133
2006;2;C0030;FRU0064;CHILE;CHILE;310
2006;2;C0030;FRU0056;CHILE;CHILE;46
2006;2;C0030;FRU0166;CHILE;CHILE;226
2006;2;C0035;FRU0058;CHILE;CHILE;289
2006;2;C0035;FRU0060;CHILE;CHILE;115
2006;2;C0035;FRU0038;CHILE;CHILE;115
2006;2;C0035;FRU0165;CHILE;CHILE;115
2006;2;C0035;FRU0163;CHILE;CHILE;173
2006;2;C0031;FRU0045;CHILE;CHILE;2224
2006;2;C0031;FRU0047;CHILE;CHILE;35
2006;2;C0031;FRU0046;CHILE;CHILE;35
2006;2;C0031;FRU0048;CHILE;CHILE;35
2006;2;C0031;FRU0014;CHILE;CHILE;35
2006;2;C0031;FRU0049;CHILE;CHILE;35
2006;2;C0031;FRU0006;CHILE;CHILE;35
2006;2;C0031;FRU0054;CHILE;CHILE;35
2006;2;C0031;FRU0050;CHILE;CHILE;35
2006;2;C0031;FRU0051;CHILE;CHILE;35
2006;2;C0031;FRU0052;CHILE;CHILE;35
2006;2;C0031;FRU0043;CHILE;CHILE;35
2006;2;C0031;FRU0004;CHILE;CHILE;35
2006;2;C0031;FRU0058;CHILE;CHILE;1112
2006;2;C0031;FRU0060;CHILE;CHILE;741
2006;2;C0031;FRU0159;CHILE;CHILE;556
2006;2;C0031;FRU0062;CHILE;CHILE;312
2006;2;C0031;FRU0065;CHILE;CHILE;312
2006;2;C0031;FRU0063;CHILE;CHILE;312
2006;2;C0031;FRU0161;CHILE;CHILE;208
2006;2;C0031;FRU0040;CHILE;CHILE;125
2006;2;C0031;FRU0037;CHILE;CHILE;125
2006;2;C0031;FRU0165;CHILE;CHILE;754
2006;2;C0031;FRU0064;CHILE;CHILE;370
2006;2;C0031;FRU0166;CHILE;CHILE;927
2006;2;C0031;FRU0025;CHILE;CHILE;519
2006;2;C0031;FRU0061;CHILE;CHILE;556
2006;2;C0031;FRU0059;CHILE;CHILE;927
2006;2;C0031;FRU0041;CHILE;CHILE;2155
2006;2;C0031;FRU0034;CHILE;CHILE;104
2006;2;C0031;FRU0038;CHILE;CHILE;502
2006;2;C0031;FRU0056;CHILE;CHILE;251
2006;2;C0031;FRU0164;CHILE;CHILE;754
2006;2;C0031;FRU0163;CHILE;CHILE;1005
2006;2;C0032;FRU0166;CHILE;CHILE;1782
2006;2;C0032;FRU0159;CHILE;CHILE;1782
2006;2;C0032;FRU0059;CHILE;CHILE;625
2006;2;C0032;FRU0061;CHILE;CHILE;1042
2006;2;C0032;FRU0165;CHILE;CHILE;1005
2006;2;C0032;FRU0164;CHILE;CHILE;670
2006;2;C0032;FRU0062;CHILE;CHILE;2857
2006;2;C0032;FRU0065;CHILE;CHILE;10001
2006;2;C0032;FRU0040;CHILE;CHILE;5715
2006;2;C0032;FRU0161;CHILE;CHILE;2857
2006;2;C0032;FRU0037;CHILE;CHILE;2857
2006;3;C0030;FRU0058;CHILE;CHILE;748
2006;3;C0030;FRU0039;CHILE;CHILE;176
2006;3;C0030;FRU0060;CHILE;CHILE;308
2006;3;C0030;FRU0166;CHILE;CHILE;528
2006;3;C0030;FRU0163;CHILE;CHILE;693
2006;3;C0030;FRU0165;CHILE;CHILE;369
2006;3;C0030;FRU0056;CHILE;CHILE;184
2006;3;C0030;FRU0038;CHILE;CHILE;138
2006;3;C0030;FRU0041;CHILE;CHILE;2214
2006;3;C0030;FRU0025;CHILE;CHILE;141
2006;3;C0030;FRU0061;CHILE;CHILE;141
2006;3;C0030;FRU0064;CHILE;CHILE;44
2006;3;C0030;FRU0164;CHILE;CHILE;231
2006;3;C0030;FRU0059;CHILE;CHILE;707
2006;3;C0031;FRU0041;CHILE;CHILE;3270
2006;3;C0031;FRU0059;CHILE;CHILE;539
2006;3;C0031;FRU0061;CHILE;CHILE;722
2006;3;C0031;FRU0166;CHILE;CHILE;1264
2006;3;C0031;FRU0058;CHILE;CHILE;1990
2006;3;C0031;FRU0060;CHILE;CHILE;722
2006;3;C0031;FRU0159;CHILE;CHILE;397
2006;3;C0031;FRU0039;CHILE;CHILE;506
2006;3;C0031;FRU0062;CHILE;CHILE;202
2006;3;C0031;FRU0065;CHILE;CHILE;202
2006;3;C0031;FRU0063;CHILE;CHILE;202
2006;3;C0031;FRU0161;CHILE;CHILE;101
2006;3;C0031;FRU0040;CHILE;CHILE;203
2006;3;C0031;FRU0037;CHILE;CHILE;101
2006;3;C0031;FRU0162;CHILE;CHILE;1446
2006;3;C0031;FRU0038;CHILE;CHILE;1225
2006;3;C0031;FRU0056;CHILE;CHILE;1080
2006;3;C0031;FRU0164;CHILE;CHILE;1177
2006;3;C0031;FRU0163;CHILE;CHILE;1716
2006;3;C0031;FRU0165;CHILE;CHILE;1126
2006;3;C0032;FRU0038;CHILE;CHILE;780
2006;3;C0032;FRU0163;CHILE;CHILE;1300
2006;3;C0032;FRU0164;CHILE;CHILE;1951
2006;3;C0032;FRU0165;CHILE;CHILE;1951
2006;3;C0032;FRU0041;CHILE;CHILE;2605
2006;3;C0035;FRU0164;CHILE;CHILE;843
2006;3;C0035;FRU0166;CHILE;CHILE;168
2006;3;C0035;FRU0060;CHILE;CHILE;281
2006;3;C0035;FRU0163;CHILE;CHILE;281
2006;3;C0035;FRU0038;CHILE;CHILE;112
2006;3;C0035;FRU0056;CHILE;CHILE;168
2006;3;C0035;FRU0059;CHILE;CHILE;629
2006;3;C0035;FRU0041;CHILE;CHILE;742
2006;3;C0035;FRU0006;CHILE;CHILE;168
2006;3;C0065;FRU0061;CHILE;CHILE;1079
2006;3;C0033;FRU0025;CHILE;CHILE;1622
2006;3;C0032;FRU0037;CHILE;CHILE;802
2006;3;C0032;FRU0061;CHILE;CHILE;818
2006;3;C0032;FRU0065;CHILE;CHILE;3210
2006;3;C0032;FRU0059;CHILE;CHILE;2046
2006;3;C0032;FRU0058;CHILE;CHILE;3323
2006;3;C0032;FRU0064;CHILE;CHILE;2157
2006;3;C0032;FRU0039;CHILE;CHILE;1166
2006;3;C0032;FRU0060;CHILE;CHILE;1486
2006;3;C0032;FRU0166;CHILE;CHILE;1982
2006;3;C0032;FRU0013;CHILE;CHILE;750
2006;3;C0033;FRU0026;CHILE;CHILE;142
2006;3;C0031;FRU0064;CHILE;CHILE;291
2006;3;C0031;FRU0034;CHILE;CHILE;102
2006;4;C0030;FRU0061;CHILE;CHILE;365
2006;4;C0030;FRU0058;CHILE;CHILE;90
2006;4;C0030;FRU0159;CHILE;CHILE;226
2006;4;C0030;FRU0064;CHILE;CHILE;226
2006;4;C0030;FRU0163;CHILE;CHILE;476
2006;4;C0030;FRU0164;CHILE;CHILE;333
2006;4;C0030;FRU0165;CHILE;CHILE;238
2006;4;C0030;FRU0056;CHILE;CHILE;143
2006;4;C0030;FRU0038;CHILE;CHILE;238
2006;4;C0030;FRU0166;CHILE;CHILE;226
2006;4;C0030;FRU0041;CHILE;CHILE;862
2006;4;C0030;FRU0025;CHILE;CHILE;438
2006;4;C0031;FRU0054;CHILE;CHILE;20
2006;4;C0031;FRU0050;CHILE;CHILE;20
2006;4;C0031;FRU0051;CHILE;CHILE;20
2006;4;C0031;FRU0052;CHILE;CHILE;20
2006;4;C0031;FRU0043;CHILE;CHILE;20
2006;4;C0031;FRU0004;CHILE;CHILE;20
2006;4;C0031;FRU0047;CHILE;CHILE;20
2006;4;C0031;FRU0046;CHILE;CHILE;20
2006;4;C0031;FRU0048;CHILE;CHILE;20
2006;4;C0031;FRU0049;CHILE;CHILE;20
2006;4;C0031;FRU0006;CHILE;CHILE;20
2006;4;C0031;FRU0014;CHILE;CHILE;20
2006;4;C0031;FRU0058;CHILE;CHILE;402
2006;4;C0033;FRU0025;CHILE;CHILE;108
2006;5;C0030;FRU0061;CHILE;CHILE;359
2006;5;C0030;FRU0039;CHILE;CHILE;44
2006;5;C0030;FRU0060;CHILE;CHILE;89
2006;5;C0030;FRU0159;CHILE;CHILE;44
2006;5;C0030;FRU0064;CHILE;CHILE;134
2006;5;C0030;FRU0166;CHILE;CHILE;134
2006;5;C0030;FRU0041;CHILE;CHILE;642
2006;5;C0035;FRU0163;CHILE;CHILE;285
2006;5;C0035;FRU0164;CHILE;CHILE;570
2006;5;C0035;FRU0060;CHILE;CHILE;171
2006;5;C0035;FRU0058;CHILE;CHILE;171
2006;5;C0035;FRU0061;CHILE;CHILE;273
2006;5;C0035;FRU0056;CHILE;CHILE;114
2006;5;C0035;FRU0165;CHILE;CHILE;285
2006;5;C0035;FRU0041;CHILE;CHILE;1129
2006;5;C0034;FRU0060;CHILE;CHILE;9512
2006;5;C0031;FRU0041;CHILE;CHILE;849
2006;5;C0031;FRU0061;CHILE;CHILE;365
2006;5;C0031;FRU0166;CHILE;CHILE;547
2006;5;C0031;FRU0058;CHILE;CHILE;730
2006;5;C0031;FRU0060;CHILE;CHILE;182
2006;5;C0031;FRU0039;CHILE;CHILE;182
2006;5;C0031;FRU0062;CHILE;CHILE;164
2006;5;C0031;FRU0063;CHILE;CHILE;123
2006;5;C0031;FRU0162;CHILE;CHILE;912
2006;5;C0031;FRU0038;CHILE;CHILE;396
2006;5;C0031;FRU0164;CHILE;CHILE;297
2006;5;C0031;FRU0163;CHILE;CHILE;495
2006;5;C0031;FRU0165;CHILE;CHILE;396
2006;5;C0032;FRU0163;CHILE;CHILE;660
2006;5;C0032;FRU0061;CHILE;CHILE;1643
2006;5;C0032;FRU0062;CHILE;CHILE;4425
2006;5;C0032;FRU0058;CHILE;CHILE;6435
2006;5;C0032;FRU0161;CHILE;CHILE;2977
2006;5;C0032;FRU0064;CHILE;CHILE;4606
2006;5;C0032;FRU0056;CHILE;CHILE;660
2006;5;C0032;FRU0165;CHILE;CHILE;1056
2006;5;C0032;FRU0041;CHILE;CHILE;1506
2006;5;C0032;FRU0040;CHILE;CHILE;4221
2006;5;C0032;FRU0065;CHILE;CHILE;2814
2006;5;C0032;FRU0060;CHILE;CHILE;7459
2006;6;C0031;FRU0013;CHILE;CHILE;951
2006;6;C0031;FRU0061;CHILE;CHILE;1052
2006;6;C0031;FRU0166;CHILE;CHILE;877
2006;6;C0031;FRU0058;CHILE;CHILE;1227
2006;6;C0031;FRU0060;CHILE;CHILE;877
2006;6;C0031;FRU0159;CHILE;CHILE;350
2006;6;C0031;FRU0039;CHILE;CHILE;350
2006;6;C0031;FRU0062;CHILE;CHILE;197
2006;6;C0031;FRU0065;CHILE;CHILE;197
2006;6;C0031;FRU0063;CHILE;CHILE;118
2006;6;C0031;FRU0040;CHILE;CHILE;197
2006;6;C0031;FRU0162;CHILE;CHILE;1052
2006;6;C0031;FRU0056;CHILE;CHILE;237
2006;6;C0031;FRU0164;CHILE;CHILE;285
2006;6;C0031;FRU0131;CHILE;CHILE;951
2006;6;C0032;FRU0163;CHILE;CHILE;1902
2006;6;C0032;FRU0164;CHILE;CHILE;2183
2006;6;C0032;FRU0065;CHILE;CHILE;1547
2006;6;C0032;FRU0162;CHILE;CHILE;281
2006;6;C0032;FRU0058;CHILE;CHILE;5676
2006;6;C0032;FRU0064;CHILE;CHILE;1124
2006;6;C0035;FRU0165;CHILE;CHILE;164
2006;6;C0035;FRU0164;CHILE;CHILE;548
2006;6;C0035;FRU0166;CHILE;CHILE;383
2006;6;C0034;FRU0058;CHILE;CHILE;6853
2006;6;C0032;FRU0167;CHILE;CHILE;634
2006;7;C0030;FRU0061;CHILE;CHILE;138
2006;7;C0030;FRU0058;CHILE;CHILE;86
2006;7;C0030;FRU0060;CHILE;CHILE;129
2006;7;C0030;FRU0163;CHILE;CHILE;226
2006;7;C0030;FRU0164;CHILE;CHILE;362
2006;7;C0030;FRU0166;CHILE;CHILE;215
2006;7;C0032;FRU0063;CHILE;CHILE;942
2006;7;C0032;FRU0065;CHILE;CHILE;1570
2006;7;C0032;FRU0058;CHILE;CHILE;6558
2006;7;C0032;FRU0064;CHILE;CHILE;2989
2006;7;C0032;FRU0165;CHILE;CHILE;643
2006;7;C0032;FRU0168;CHILE;CHILE;3670
2006;7;C0032;FRU0060;CHILE;CHILE;12105
2006;7;C0034;FRU0060;CHILE;CHILE;463
2006;7;C0034;FRU0064;CHILE;CHILE;2318
2006;7;C0034;FRU0166;CHILE;CHILE;4636
2006;7;C0034;FRU0061;CHILE;CHILE;1067
2006;7;C0034;FRU0165;CHILE;CHILE;2780
2006;7;C0031;FRU0168;CHILE;CHILE;4122
2006;7;C0031;FRU0061;CHILE;CHILE;709
2006;7;C0031;FRU0166;CHILE;CHILE;1418
2006;7;C0031;FRU0058;CHILE;CHILE;1418
2006;7;C0031;FRU0064;CHILE;CHILE;709
2006;7;C0031;FRU0062;CHILE;CHILE;398
2006;7;C0031;FRU0065;CHILE;CHILE;398
2006;7;C0031;FRU0063;CHILE;CHILE;398
2006;7;C0031;FRU0161;CHILE;CHILE;199
2006;7;C0031;FRU0169;CHILE;CHILE;319
2006;7;C0031;FRU0167;CHILE;CHILE;1442
2006;7;C0035;FRU0168;CHILE;CHILE;3273
2006;7;C0035;FRU0058;CHILE;CHILE;551
2006;7;C0035;FRU0164;CHILE;CHILE;551
2006;7;C0035;FRU0167;CHILE;CHILE;220
2006;7;C0033;FRU0026;CHILE;CHILE;70
2006;7;C0032;FRU0170;CHILE;CHILE;7258
2006;7;C0031;FRU0060;CHILE;CHILE;353
2006;8;C0030;FRU0061;CHILE;CHILE;70
2006;8;C0030;FRU0170;CHILE;CHILE;43
2006;8;C0030;FRU0064;CHILE;CHILE;87
2006;8;C0030;FRU0165;CHILE;CHILE;91
2006;8;C0030;FRU0056;CHILE;CHILE;46
2006;8;C0030;FRU0167;CHILE;CHILE;46
2006;8;C0030;FRU0166;CHILE;CHILE;744
2006;8;C0030;FRU0168;CHILE;CHILE;1897
2006;8;C0030;FRU0025;CHILE;CHILE;283
2006;8;C0030;FRU0171;CHILE;CHILE;352
2006;8;C0030;FRU0164;CHILE;CHILE;183
2006;8;C0030;FRU0039;CHILE;CHILE;43
2006;8;C0030;FRU0060;CHILE;CHILE;218
2006;8;C0030;FRU0163;CHILE;CHILE;321
2006;8;C0032;FRU0039;CHILE;CHILE;2428
2006;8;C0032;FRU0163;CHILE;CHILE;1934
2006;8;C0032;FRU0060;CHILE;CHILE;1429
2006;8;C0032;FRU0162;CHILE;CHILE;285
2006;8;C0032;FRU0164;CHILE;CHILE;2256
2006;8;C0032;FRU0170;CHILE;CHILE;1715
2006;8;C0032;FRU0056;CHILE;CHILE;322
2006;8;C0032;FRU0165;CHILE;CHILE;1934
2006;8;C0032;FRU0168;CHILE;CHILE;1839
2006;8;C0031;FRU0172;CHILE;CHILE;356
2006;8;C0031;FRU0170;CHILE;CHILE;1070
2006;8;C0031;FRU0064;CHILE;CHILE;214
2006;8;C0031;FRU0060;CHILE;CHILE;713
2006;8;C0031;FRU0039;CHILE;CHILE;285
2006;8;C0031;FRU0062;CHILE;CHILE;200
2006;8;C0031;FRU0065;CHILE;CHILE;100
2006;8;C0031;FRU0063;CHILE;CHILE;200
2006;8;C0031;FRU0162;CHILE;CHILE;713
2006;8;C0031;FRU0167;CHILE;CHILE;483
