Año;Mes;CodCliente;codproducto;mercado;Pais;MontoUSD
2008;1;C0031;FRU0002;CHILE;CHILE;841
2008;1;C0031;FRU0003;CHILE;CHILE;1393
2008;1;C0031;FRU0004;CHILE;CHILE;480
2008;1;C0031;FRU0005;CHILE;CHILE;298
2008;1;C0031;FRU0006;CHILE;CHILE;398
2008;1;C0031;FRU0007;CHILE;CHILE;497
2008;1;C0031;FRU0008;CHILE;CHILE;313
2008;1;C0031;FRU0009;CHILE;CHILE;199
2008;1;C0031;FRU0010;CHILE;CHILE;199
2008;1;C0031;FRU0011;CHILE;CHILE;209
2008;1;C0032;FRU0003;CHILE;CHILE;1604
2008;1;C0032;FRU0005;CHILE;CHILE;3209
2008;1;C0032;FRU0007;CHILE;CHILE;241
2008;1;C0032;FRU0006;CHILE;CHILE;1612
2008;1;C0032;FRU0010;CHILE;CHILE;239
2008;1;C0032;FRU0004;CHILE;CHILE;90
2008;1;C0032;FRU0017;CHILE;CHILE;566
2008;1;C0032;FRU0006;CHILE;CHILE;566
2008;1;C0032;FRU0002;CHILE;CHILE;113
2008;1;C0032;FRU0012;CHILE;CHILE;181
2008;1;C0032;FRU0011;CHILE;CHILE;181
2008;1;C0032;FRU0009;CHILE;CHILE;802
2008;1;C0032;FRU0010;CHILE;CHILE;427
2008;1;C0032;FRU0011;CHILE;CHILE;1084
2008;1;C0032;FRU0008;CHILE;CHILE;543
2008;1;C0085;FRU0019;CHILE;CHILE;3486
2008;1;C0085;FRU0006;CHILE;CHILE;7493
2008;1;C0085;FRU0006;CHILE;CHILE;2774
2008;1;C0085;FRU0011;CHILE;CHILE;142
2008;1;C0085;FRU0002;CHILE;CHILE;1743
2008;1;C0085;FRU0009;CHILE;CHILE;387
2008;1;C0085;FRU0008;CHILE;CHILE;3060
2008;1;C0036;FRU0011;CHILE;CHILE;125
2008;1;C0036;FRU0004;CHILE;CHILE;705
2008;1;C0036;FRU0002;CHILE;CHILE;503
2008;1;C0036;FRU0005;CHILE;CHILE;251
2008;1;C0036;FRU0006;CHILE;CHILE;188
